,customer,aritzia
278254,177681,Unwind Cardigan
278255,177681,The Powder Parka™ Short
278256,177681,The Effortless Pant
278257,177681,Society Sweater
278258,177681,Society Sweater
278259,177681,Ronnie Sweater
278260,177681,The Effortless Pant
278261,177681,The New Only Coat
278262,177681,Cuffed Tech Cashmere Gloves
278263,177681,Society Sweater
278276,177693,The Effortless Pant
278277,177693,Society Sweater
278278,177693,The Powder Parka™
278279,177693,Society Sweater
278280,177693,Cozy Fleece Perfect Zip Hoodie
278281,177693,Chase Dress
278282,177693,Greenwich Pant
278283,177693,Power Hip Blazer
278284,177693,Troop Cargo Pant
278285,177693,Ronnie Sweater
278286,177693,Pleated Pant
278317,177709,Daughter Dress
278318,177709,The Powder Parka™
278319,177709,The Connor Long Coat
278320,177709,The Ganna™ Shirt Jacket
278321,177709,Justin Jacket
278322,177709,Weekend T-Shirt
278323,177709,Izzy Cardigan
278324,177709,Power Hip Blazer
278325,177709,Power Hip Blazer
278326,177709,Alanya Pant
278327,177709,Avery Overall
278328,177709,The Powder Parka™
278329,177709,Hillside Sweater
278330,177709,The Powder Parka™
278387,177746,Troop Cargo Pant
278388,177746,Avery Overall
278389,177746,Izzy Cardigan
278390,177746,Divinity Jumpsuit
278391,177746,Retrospect Sweater
278392,177746,The New Stedman Coat
278393,177746,Avery Overall
278394,177746,Troop Cargo Pant
278395,177746,Carter Blouse
278396,177746,The Cocoon Coat New
278397,177746,Cozy Fleece Perfect Zip Hoodie
278441,177778,Retrospect Sweater
278442,177778,Society Sweater
278443,177778,The Cloud Puff
278444,177778,Cozy Fleece Perfect Zip Hoodie
278445,177778,The Effortless Pant
278446,177778,Troop Cargo Pant
278447,177778,The New Only Coat
278448,177778,Cozy Fleece Perfect Hoodie
278449,177778,Troop Cargo Pant
278450,177778,Justin Jacket
278451,177778,Unwind Cardigan
278452,177778,Izzy Cardigan
278453,177778,Contour Crew Longsleeve Bodysuit
278454,177778,Avery Overall
278455,177778,The New Only Coat
278593,177852,The New Only Coat
278594,177852,Sno Polar Shirt
278595,177852,Weekend T-Shirt
278596,177852,TnaBUTTER™ Rhythm Jumpsuit
278597,177852,Little Cropped Jacket
278598,177852,Avery Overall
278599,177852,The Slouch™ Coat New
278600,177852,Little Cropped Jacket
278601,177852,Weekend T-Shirt
278602,177852,Greenwich Pant
278603,177852,The Cloud Puff
278690,177915,The Super Puff₂O™ Long
278691,177915,The Super Puff₂O™
278692,177915,Clara Sweater
278693,177915,Troop Cargo Pant
278694,177915,The Ganna™ Shirt Jacket
278695,177915,The Connor Coat
278696,177915,Greenwich Pant
278697,177915,The Effortless Pant
278698,177915,Izzy Cardigan
278699,177915,The New Only Coat
278700,177915,The Connor Coat
278710,177920,Contour Tank Bodysuit
278711,177920,Contour Crew Longsleeve Bodysuit
278712,177920,Cozy Fleece Perfect Zip Hoodie
278713,177920,Cozy Fleece Perfect Zip Hoodie
278714,177920,Ty Cardigan
278715,177920,Aster Free Lounge Pant
278716,177920,Pleated Pant
278717,177920,The Powder Parka™ Long
278718,177920,Cozy Fleece Perfect Zip Hoodie
278719,177920,Cozy Fleece Perfect Zip Hoodie
278720,177920,Carter Blouse
278727,177925,Alchemy Dress
278728,177925,Cyprie Sweater
278729,177925,Supply Cargo Pant
278730,177925,The Slouch™ Coat New
278731,177925,Troop Cargo Pant
278732,177925,Power Hip Blazer
278733,177925,Supply Cargo Pant
278734,177925,Divinity Jumpsuit
278735,177925,Alchemy Dress
278736,177925,Cozy Fleece Perfect Zip Hoodie
278737,177925,Troop Cargo Pant
278738,177925,Avery Overall
278739,177925,Cozy Fleece Perfect Zip Hoodie
278740,177925,Hush Knit V-Neck Sweater
278741,177925,Justin Jacket
278742,177925,Contour Crew T-Shirt
278743,177925,Divinity Jumpsuit
278744,177925,Justin Jacket
278745,177925,Justin Jacket
278746,177925,Contour Crew T-Shirt
278761,177935,Alftan Luxe Cashmere Cardigan
278762,177935,TnaCHILL™ Atmosphere Hi-Rise Legging
278763,177935,The Ganna™ Shirt Jacket
278764,177935,The Slouch™ Coat New
278765,177935,Hush Knit V-Neck Sweater
278766,177935,Harper Sweater
278767,177935,Clara Sweater
278768,177935,Moonstruck Dress
278769,177935,TnaBUTTER™ Rhythm Jumpsuit
278770,177935,Cuffed Tech Cashmere Gloves
278771,177935,Only Slip Midi Dress
278772,177935,TnaCHILL™ Atmosphere Hi-Rise Legging
278938,178042,Contour Tank Bodysuit
278939,178042,The Super Puff™
278940,178042,Justin Jacket
278941,178042,Ty Cardigan
278942,178042,The Super Puff™
278943,178042,Supply Cargo Pant
278944,178042,The Super Puff₂O™ Long
278945,178042,Cozy Fleece Boyfriend Hoodie
278946,178042,Greenwich Pant
278947,178042,Justin Jacket
278948,178042,Alchemy Dress
278949,178042,Contour Crew T-Shirt
278950,178042,The Powder Parka™
278951,178042,The Powder Parka™
278952,178042,The Ganna™ Shirt Jacket
278953,178042,The Powder Parka™
278954,178042,Alchemy Dress
278955,178042,The Super Puff™ Shorty
278957,178044,The Powder Parka™
278958,178044,The Super Puff™ Long
278959,178044,Alanya Pant
278960,178044,Troop Cargo Pant
278961,178044,The Effortless Pant
278962,178044,Contour Tank Bodysuit
278963,178044,The Constant™ Coat
278964,178044,Carter Blouse
278965,178044,Unwind Cardigan
278966,178044,The Super Puff™ Mid
278967,178044,The Powder Parka™
278968,178044,Picture Cargo Pant
278988,178056,Cozy Fleece Perfect Zip Hoodie
278989,178056,The Super Puff™
278990,178056,Divinity Jumpsuit
278991,178056,Agency Blazer
278992,178056,Hush Knit V-Neck Sweater
278993,178056,Daughter Dress
278994,178056,Divinity Jumpsuit
278995,178056,Divinity Jumpsuit
278996,178056,The Super Puff™
278997,178056,Troop Cargo Pant
278998,178056,The Ganna™ Shirt Jacket
278999,178056,Alftan Luxe Cashmere Cardigan
279008,178061,The Slouch™ Coat New
279009,178061,The Super Puff₂O™
279010,178061,Sno Polar Shirt
279011,178061,Society Sweater
279012,178061,Alchemy Dress
279013,178061,Picture Cargo Pant
279014,178061,The Super Puff₂O™
279015,178061,Divinity Jumpsuit
279016,178061,Hush Knit V-Neck Sweater
279017,178061,The Constant™ Coat
279018,178061,The Super Puff™
279019,178061,The Melina™ Pant
279020,178061,The Connor Coat
279021,178061,Society Sweater
279022,178061,Carter Blouse
279023,178061,Society Sweater
279026,178064,Cyprie Sweater
279027,178064,Power Hip Blazer
279028,178064,Hillside Sweater
279029,178064,Weekend T-Shirt
279030,178064,Daughter Dress
279031,178064,Ascendant Pant
279032,178064,Power Hip Blazer
279033,178064,Society Sweater
279034,178064,Retrospect Sweater
279035,178064,TnaCHILL™ Atmosphere Hi-Rise Legging
279036,178064,Supply Cargo Pant
279037,178064,The Ganna™ Shirt Jacket
279038,178064,Avery Overall
279039,178064,Runaway Blouse
279040,178064,Justin Jacket
279041,178064,Pleated Pant
279042,178064,Contour Crew Longsleeve Bodysuit
279087,178105,The Ganna™ Shirt Jacket
279088,178105,Cody Massive Polar Vest
279089,178105,Ribbed Waist T-Shirt
279090,178105,The Slouch™ Coat New
279091,178105,Aster Free Lounge Pant
279092,178105,Sherpa Long Liner Jacket
279093,178105,The Connor Coat
279094,178105,Avery Overall
279095,178105,Ronnie Sweater
279096,178105,Ronnie Sweater
279097,178105,Divinity Jumpsuit
279098,178105,Cozy Fleece Mega Sweatpant
279137,178123,The Powder Parka™ Long
279138,178123,The Super Puff₂O™
279139,178123,Brennan Pant
279140,178123,Brennan Pant
279141,178123,Carter Blouse
279142,178123,Aster Free Lounge Pant
279143,178123,The Super Puff™ Long
279144,178123,Pleated Pant
279145,178123,Cozy Fleece Perfect Zip Hoodie
279146,178123,Cozy Fleece Perfect Zip Hoodie
279147,178123,The Effortless Pant
279360,178240,The Powder Parka™
279361,178240,Brennan Pant
279362,178240,The Powder Parka™
279363,178240,Ronnie Sweater
279364,178240,Contour Crew Longsleeve Bodysuit
279365,178240,The Super Puff₂O™ Shorty
279366,178240,The Slouch™ Coat New
279367,178240,The Slouch™ Coat New
279368,178240,Bigfoot Polar Zip Hoodie
279369,178240,The Effortless Pant
279370,178240,Divinity Jumpsuit
279371,178240,The Super Puff₂O™ Long
279372,178240,Weekend T-Shirt
279373,178240,Alchemy Dress
279374,178240,Divinity Jumpsuit
279375,178240,Weekend T-Shirt
279376,178240,Sno Polar Shirt
279377,178240,Troop Cargo Pant
279378,178240,Cozy Fleece Perfect Zip Hoodie
279379,178240,Avery Overall
279380,178240,Cozy Fleece Perfect Zip Hoodie
279381,178240,The Super Puff™
279382,178240,The Powder Parka™
279383,178240,Sprinkles Cardigan
279384,178240,Avery Overall
279385,178240,Contour Crew T-Shirt
279386,178240,Sno Polar Oversized Zip Hoodie
279387,178240,Hillside Sweater
279388,178240,Alchemy Dress
279389,178240,Justin Jacket
279390,178240,The Super Puff™
279391,178240,The Melina™ Pant
279392,178240,Avery Overall
279393,178240,The Slouch™ Coat New
279394,178240,Troop Cargo Pant
279395,178240,Cody Massive Polar Vest
279396,178240,Retrospect Sweater
279397,178240,Ronnie Sweater
279441,178270,Picture Cargo Pant
279442,178270,TnaCHILL™ Atmosphere Hi-Rise Legging
279443,178270,TnaCHILL™ Atmosphere Hi-Rise Legging
279444,178270,Sno Polar Zip-Up
279445,178270,Clara Sweater
279446,178270,The Summit Parka
279447,178270,Clara Sweater
279448,178270,Harper Sweater
279449,178270,The Slouch
279450,178270,TnaCHILL™ Atmosphere Hi-Rise Legging
279451,178270,The Summit Parka
279452,178270,Izzy Cardigan
279453,178270,The Effortless Pant
279454,178270,Cozy Fleece Mega Sweatpant
279455,178270,The Super Puff™ Long
279456,178270,Greenwich Pant
279457,178270,Unwind Cardigan
279458,178270,Contour Crew Longsleeve Bodysuit
279459,178270,The New Only Coat
279460,178270,Cozy Fleece Perfect Hoodie
279461,178270,Contour Crew T-Shirt
279521,178320,Society Sweater
279522,178320,Ty Cardigan
279523,178320,Ty Cardigan
279524,178320,Society Sweater
279525,178320,Sno Polar Oversized Zip Hoodie
279526,178320,Sno Polar Shirt
279527,178320,Brennan Pant
279528,178320,Society Sweater
279529,178320,Troop Cargo Pant
279530,178320,Hush Knit V-Neck Sweater
279531,178320,The Ganna™ Shirt Jacket
279532,178320,TnaCHILL™ Atmosphere Hi-Rise Legging
279533,178320,The New Only Coat
279534,178320,Ribbed Waist T-Shirt
279715,178428,Troop Cargo Pant
279716,178428,Retrospect Sweater
279717,178428,Retrospect Sweater
279718,178428,Justin Jacket
279719,178428,Avery Overall
279720,178428,Cozy Fleece Boyfriend Hoodie
279721,178428,Daughter Dress
279722,178428,The New Only Coat
279723,178428,Power Hip Blazer
279724,178428,Contour Crew T-Shirt
279725,178428,Carter Blouse
279726,178428,Izzy Cardigan
279727,178428,Izzy Cardigan
279728,178428,The New Only Coat
279773,178450,The Super Puff™
279774,178450,Ronnie Sweater
279775,178450,Justin Jacket
279776,178450,The Super Puff™
279777,178450,Justin Jacket
279778,178450,The Super Puff™
279779,178450,Justin Jacket
279780,178450,Cody Massive Polar Vest
279781,178450,Troop Cargo Pant
279782,178450,The Super Puff™
279783,178450,TnaCHILL™ Atmosphere Hi-Rise Legging
279784,178450,Justin Jacket
279785,178450,TnaCHILL™ Atmosphere Hi-Rise Legging
279786,178450,Justin Jacket
279787,178450,Justin Jacket
279788,178450,Justin Jacket
279789,178450,The Super Puff™
279790,178450,Avery Overall
279791,178450,The New Only Coat
279792,178450,TnaCHILL™ Atmosphere Hi-Rise Legging
279793,178450,The New Only Coat
279794,178450,Justin Jacket
279795,178450,Justin Jacket
279796,178450,Justin Jacket
279797,178450,Cozy Fleece Boyfriend Hoodie
279798,178450,The Ganna™ Shirt Jacket
279799,178450,TnaCHILL™ Atmosphere Hi-Rise Legging
279800,178450,Justin Jacket
279839,178473,The Summit Parka
279840,178473,The Slouch™ Coat New
279841,178473,Cozy Fleece Boyfriend Hoodie
279842,178473,Society Sweater
279843,178473,The Slouch™ Coat New
279844,178473,The Super Puff™
279845,178473,Delilah Mini Dress
279846,178473,The Effortless Pant
279847,178473,The Powder Parka™
279848,178473,Avery Overall
279849,178473,Greenwich Pant
279850,178473,Retrospect Sweater
279851,178473,The Powder Parka™
279852,178473,The Summit Parka
279853,178473,Picture Cargo Pant
279915,178522,Alanya Pant
279916,178522,The Super Puff₂O™ Long
279917,178522,Cyprie Sweater
279918,178522,The New Only Coat
279919,178522,Justin Jacket
279920,178522,Supply Cargo Pant
279921,178522,Alftan Luxe Cashmere Cardigan
279922,178522,The New Only Coat
279923,178522,The Slouch™ Coat New
279924,178522,The Effortless Pant
279925,178522,Carter Blouse
279926,178522,Sherpa Long Liner Jacket
279927,178522,Hush Knit V-Neck Sweater
279928,178522,Greenwich Pant
279929,178522,Cozy Fleece Boyfriend Hoodie
279930,178522,Jimmy Pant
279931,178522,Society Sweater
279983,178545,Brennan Pant
279984,178545,Pleated Pant
279985,178545,Ascendant Pant
279986,178545,Cozy Fleece Perfect Zip Hoodie
279987,178545,Only Slip Midi Dress
279988,178545,Crown Puffer Long
279989,178545,Troop Cargo Pant
279990,178545,The Slouch™ Coat New
279991,178545,The Connor Coat
279992,178545,Cozy Fleece Boyfriend Hoodie
279993,178545,The Super Puff₂O™
280169,178627,Divinity Jumpsuit
280170,178627,Hush Knit V-Neck Sweater
280171,178627,The Slouch
280172,178627,The Effortless Pant
280173,178627,Sprinkles Cardigan
280174,178627,Carter Blouse
280175,178627,Alchemy Dress
280176,178627,Divinity Jumpsuit
280177,178627,Ronnie Sweater
280178,178627,The Stedman Coat
280179,178627,Society Sweater
280180,178627,The Powder Parka™
280181,178627,Delilah Mini Dress
280213,178649,Contour Crew T-Shirt
280214,178649,The Super Puff₂O™ Long
280215,178649,The Slouch
280216,178649,Brennan Pant
280217,178649,Refined Cargo Pant
280218,178649,Refined Cargo Pant
280219,178649,Contour Crew T-Shirt
280220,178649,Daughter Dress
280221,178649,Unwind Cardigan
280222,178649,TnaCHILL™ Atmosphere Hi-Rise Legging
280223,178649,Little Cropped Jacket
280224,178649,Cuffed Tech Cashmere Gloves
280225,178649,The Summit Parka
280226,178649,Ty Cardigan
280290,178685,Cuffed Tech Cashmere Gloves
280291,178685,Cozy Fleece Boyfriend Hoodie
280292,178685,The Super Puff™ Long
280293,178685,Power Hip Blazer
280294,178685,Cozy Fleece Perfect Zip Hoodie
280295,178685,The Powder Parka™
280296,178685,Ascendant Pant
280297,178685,Carter Blouse
280298,178685,Supply Cargo Pant
280299,178685,The Powder Parka™
280300,178685,The Powder Parka™
280301,178685,The Super Puff™
280376,178735,Alftan Luxe Cashmere Cardigan
280377,178735,TnaCHILL™ Atmosphere Hi-Rise Legging
280378,178735,Alftan Luxe Cashmere Cardigan
280379,178735,Cyprie Sweater
280380,178735,The Super Puff™ Long
280381,178735,Alchemy Dress
280382,178735,The Ganna™ Shirt Jacket
280383,178735,Alchemy Dress
280384,178735,The Super Puff™ Long
280385,178735,Contour Crew Longsleeve Bodysuit
280386,178735,Divinity Jumpsuit
280387,178735,Justin Jacket
280388,178735,Avery Overall
280389,178735,The Duvet Puffer Mid
280390,178735,TnaCHILL™ Atmosphere Hi-Rise Legging
280451,178776,The Ganna™ Shirt Jacket
280452,178776,Pleated Pant
280453,178776,Cozy Fleece Boyfriend Hoodie
280454,178776,Sno Polar Zip-Up
280455,178776,Troop Cargo Pant
280456,178776,Avery Overall
280457,178776,Divinity Jumpsuit
280458,178776,Izzy Cardigan
280459,178776,Sno Polar Shirt
280460,178776,The Slouch™ Coat New
280461,178776,Justin Jacket
280462,178776,Carter Blouse
280463,178776,Contour Tank Bodysuit
280464,178776,The New Only Coat
280465,178776,The Constant™ Coat
280466,178776,Contour Crew Longsleeve Bodysuit
280467,178776,Pleated Pant
280587,178886,The Mega Puff
280588,178886,The New Stedman Coat
280589,178886,Izzy Cardigan
280590,178886,The New Only Coat
280591,178886,The Summit Parka Short
280592,178886,Avery Overall
280593,178886,Daughter Dress
280594,178886,The Slouch™ Coat New
280595,178886,The Effortless Pant
280596,178886,The Super Puff™ Long
280597,178886,Retrospect Sweater
280598,178886,Delilah Mini Dress
280599,178886,The Super Puff™
280600,178886,The Slouch
280601,178886,Aster Free Lounge Pant
280602,178886,Troop Cargo Pant
280603,178886,Alftan Luxe Cashmere Cardigan
280604,178886,Society Sweater
280605,178886,Society Sweater
280606,178886,Carter Blouse
280607,178886,Society Sweater
280608,178886,Alchemy Dress
280609,178886,The New Only Coat
280610,178886,Troop Cargo Pant
280611,178886,Troop Cargo Pant
280612,178886,Divinity Jumpsuit
280613,178886,The New Only Coat
280614,178886,Alftan Luxe Cashmere Cardigan
280615,178886,Ty Cardigan
280616,178886,Ty Cardigan
280647,178897,Justin Jacket
280648,178897,Justin Jacket
280649,178897,Jimmy Pant
280650,178897,Justin Jacket
280651,178897,Pleated Pant
280652,178897,Alchemy Dress
280653,178897,Ronnie Sweater
280654,178897,Justin Jacket
280655,178897,Pleated Pant
280656,178897,Cozy Fleece Boyfriend Hoodie
280657,178897,Troop Cargo Pant
280658,178897,Divinity Jumpsuit
280659,178897,Supply Cargo Pant
280752,178953,Ronnie Sweater
280753,178953,The Summit Parka
280754,178953,The Slouch™ Coat New
280755,178953,Ronnie Sweater
280756,178953,The New Only Coat
280757,178953,Ronnie Sweater
280758,178953,The Super Puff™
280759,178953,Supply Cargo Pant
280760,178953,The New Only Coat
280761,178953,The Summit Parka
280762,178953,Ronnie Sweater
280771,178961,The New Only Coat
280772,178961,The Super Puff™
280773,178961,Society Sweater
280774,178961,Carter Blouse
280775,178961,Divinity Jumpsuit
280776,178961,Clara Sweater
280777,178961,The Cocoon Coat New
280778,178961,Cozy Fleece Perfect Zip Hoodie
280779,178961,Ronnie Sweater
280780,178961,Ronnie Sweater
280781,178961,The New Only Coat
280782,178961,Hush Knit V-Neck Sweater
280783,178961,Society Sweater
280784,178961,Avery Overall
280785,178961,Society Sweater
280786,178961,The Melina™ Pant
280787,178961,Power Hip Blazer
280788,178961,Cozy Fleece Perfect Zip Hoodie
280789,178961,Power Hip Blazer
280790,178961,Sprinkles Cardigan
280791,178961,Avery Overall
280795,178965,Weekend T-Shirt
280796,178965,Ronnie Sweater
280797,178965,Delilah Mini Dress
280798,178965,Alchemy Dress
280799,178965,Justin Jacket
280800,178965,Ronnie Sweater
280801,178965,The Super Puff™
280802,178965,Justin Jacket
280803,178965,Divinity Jumpsuit
280804,178965,The Slouch™ Coat New
280805,178965,Justin Jacket
280806,178965,The Ganna™ Shirt Jacket
280807,178965,Cody Massive Polar Vest
280808,178965,The Mega Puff
280809,178965,Cody Massive Polar Vest
280810,178965,Cozy Fleece Perfect Zip Hoodie
280811,178965,The Melina™ Pant
280975,179065,Cuffed Tech Cashmere Gloves
280976,179065,The Super Puff™ Long
280977,179065,Society Sweater
280978,179065,Cozy Fleece Boyfriend Hoodie
